# Provided by Miguel Escudero, Greg Jackson, Stefan Sandner and Mikko Laine, to appear
# columns:
# m_e/T_ga,   fa1,   fa2,   fa3,   fa4,   fs1,   fs2,   fs3,   fs4,   fn1,   fn2,   fn3,   fn4
 0.0000e+00   +8.8411e-01   -0.0000e+00   +3.1837e-02   +0.0000e+00   +8.2874e-01   -0.0000e+00   +0.0000e+00   +0.0000e+00   +8.5227e-01   -0.0000e+00   +4.1088e-02   +0.0000e+00
 1.0000e-01   +8.8358e-01   +1.1518e-03   +3.1942e-02   -2.3151e-04   +8.2757e-01   -5.0208e-04   +0.0000e+00   +0.0000e+00   +8.5163e-01   +1.3833e-03   +4.1222e-02   -2.9850e-04
 2.0000e-01   +8.8199e-01   +4.5959e-03   +3.2261e-02   -9.1907e-04   +8.2406e-01   -1.9883e-03   +0.0000e+00   +0.0000e+00   +8.4972e-01   +5.5151e-03   +4.1637e-02   -1.1806e-03
 3.0000e-01   +8.7933e-01   +1.0298e-02   +3.2793e-02   -2.0401e-03   +8.1827e-01   -4.4013e-03   +0.0000e+00   +0.0000e+00   +8.4656e-01   +1.2339e-02   +4.2356e-02   -2.6042e-03
 4.0000e-01   +8.7561e-01   +1.8196e-02   +3.3548e-02   -3.5580e-03   +8.1026e-01   -7.6534e-03   +0.0000e+00   +0.0000e+00   +8.4203e-01   +2.1754e-02   +4.3291e-02   -4.4946e-03
 5.0000e-01   +8.7077e-01   +2.8200e-02   +3.4496e-02   -5.4122e-03   +8.0012e-01   -1.1634e-02   +0.0000e+00   +0.0000e+00   +8.3628e-01   +3.3613e-02   +4.4590e-02   -6.7426e-03
 6.0000e-01   +8.6489e-01   +4.0188e-02   +3.5712e-02   -7.5264e-03   +7.8797e-01   -1.6217e-02   +0.0000e+00   +0.0000e+00   +8.2917e-01   +4.7715e-02   +4.6154e-02   -9.2109e-03
 7.0000e-01   +8.5788e-01   +5.4004e-02   +3.7149e-02   -9.8052e-03   +7.7396e-01   -2.1268e-02   +0.0000e+00   +0.0000e+00   +8.2073e-01   +6.3808e-02   +4.8022e-02   -1.1738e-02
 8.0000e-01   +8.4974e-01   +6.9456e-02   +3.8811e-02   -1.2140e-02   +7.5822e-01   -2.6650e-02   +0.0000e+00   +0.0000e+00   +8.1093e-01   +8.1595e-02   +5.0183e-02   -1.4143e-02
 9.0000e-01   +8.4045e-01   +8.6322e-02   +4.0697e-02   -1.4408e-02   +7.4093e-01   -3.2232e-02   +0.0000e+00   +0.0000e+00   +7.9977e-01   +1.0073e-01   +5.2645e-02   -1.6256e-02
 1.0000e+00   +8.3003e-01   +1.0435e-01   +4.2846e-02   -1.6486e-02   +7.2225e-01   -3.7886e-02   +0.0000e+00   +0.0000e+00   +7.8719e-01   +1.2083e-01   +5.5330e-02   -1.7907e-02
 1.1000e+00   +8.1844e-01   +1.2325e-01   +4.5199e-02   -1.8254e-02   +7.0236e-01   -4.3497e-02   +0.0000e+00   +0.0000e+00   +7.7324e-01   +1.4151e-01   +5.8266e-02   -1.8953e-02
 1.2000e+00   +8.0567e-01   +1.4274e-01   +4.7756e-02   -1.9599e-02   +6.8143e-01   -4.8963e-02   +0.0000e+00   +0.0000e+00   +7.5803e-01   +1.6234e-01   +6.1509e-02   -1.9280e-02
 1.3000e+00   +7.9175e-01   +1.6249e-01   +5.0509e-02   -2.0433e-02   +6.5965e-01   -5.4192e-02   +0.0000e+00   +0.0000e+00   +7.4124e-01   +1.8292e-01   +6.4655e-02   -1.8811e-02
 1.4000e+00   +7.7664e-01   +1.8222e-01   +5.3387e-02   -2.0640e-02   +6.3718e-01   -5.9112e-02   +0.0000e+00   +0.0000e+00   +7.2326e-01   +2.0286e-01   +6.7988e-02   -1.7508e-02
 1.5000e+00   +7.6041e-01   +2.0158e-01   +5.6393e-02   -2.0207e-02   +6.1420e-01   -6.3659e-02   +0.0000e+00   +0.0000e+00   +7.0402e-01   +2.2179e-01   +7.1319e-02   -1.5367e-02
 1.6000e+00   +7.4307e-01   +2.2029e-01   +5.9468e-02   -1.9093e-02   +5.9085e-01   -6.7788e-02   +0.0000e+00   +0.0000e+00   +6.8398e-01   +2.3939e-01   +7.4967e-02   -1.2437e-02
 1.7000e+00   +7.2467e-01   +2.3805e-01   +6.2582e-02   -1.7292e-02   +5.6729e-01   -7.1466e-02   +0.0000e+00   +0.0000e+00   +6.6211e-01   +2.5535e-01   +7.7724e-02   -8.8005e-03
 1.8000e+00   +7.0526e-01   +2.5463e-01   +6.5626e-02   -1.4834e-02   +5.4367e-01   -7.4669e-02   +0.0000e+00   +0.0000e+00   +6.3962e-01   +2.6946e-01   +8.0633e-02   -4.5336e-03
 1.9000e+00   +6.8491e-01   +2.6978e-01   +6.8609e-02   -1.1763e-02   +5.2010e-01   -7.7388e-02   +0.0000e+00   +0.0000e+00   +6.1630e-01   +2.8155e-01   +8.3283e-02   +2.3197e-04
 2.0000e+00   +6.6370e-01   +2.8334e-01   +7.1451e-02   -8.1379e-03   +4.9670e-01   -7.9621e-02   +0.0000e+00   +0.0000e+00   +5.9224e-01   +2.9148e-01   +8.5587e-02   +5.3631e-03
 2.1000e+00   +6.4172e-01   +2.9514e-01   +7.4100e-02   -4.0510e-03   +4.7357e-01   -8.1375e-02   +0.0000e+00   +0.0000e+00   +5.6763e-01   +2.9916e-01   +8.7533e-02   +1.0695e-02
 2.2000e+00   +6.1920e-01   +3.0507e-01   +7.6635e-02   +4.0629e-04   +4.5082e-01   -8.2663e-02   +0.0000e+00   +0.0000e+00   +5.4256e-01   +3.0466e-01   +8.9029e-02   +1.6180e-02
 2.3000e+00   +5.9587e-01   +3.1306e-01   +7.8647e-02   +5.1330e-03   +4.2852e-01   -8.3505e-02   +0.0000e+00   +0.0000e+00   +5.1721e-01   +3.0794e-01   +9.0086e-02   +2.1607e-02
 2.4000e+00   +5.7224e-01   +3.1908e-01   +8.0482e-02   +1.0027e-02   +4.0673e-01   -8.3923e-02   +0.0000e+00   +0.0000e+00   +4.9176e-01   +3.0905e-01   +9.0696e-02   +2.6855e-02
 2.5000e+00   +5.4826e-01   +3.2313e-01   +8.1954e-02   +1.4977e-02   +3.8552e-01   -8.3947e-02   +0.0000e+00   +0.0000e+00   +4.6721e-01   +3.0814e-01   +9.1732e-02   +3.1833e-02
 2.6000e+00   +5.2409e-01   +3.2525e-01   +8.3072e-02   +1.9884e-02   +3.6494e-01   -8.3603e-02   +0.0000e+00   +0.0000e+00   +4.4103e-01   +3.0536e-01   +9.0501e-02   +3.6484e-02
 2.7000e+00   +4.9981e-01   +3.2551e-01   +8.3788e-02   +2.4681e-02   +3.4502e-01   -8.2924e-02   +0.0000e+00   +0.0000e+00   +4.1603e-01   +3.0083e-01   +8.9716e-02   +4.0698e-02
 2.8000e+00   +4.7558e-01   +3.2399e-01   +8.4133e-02   +2.9242e-02   +3.2580e-01   -8.1942e-02   +0.0000e+00   +0.0000e+00   +3.9145e-01   +2.9474e-01   +8.8507e-02   +4.4424e-02
 2.9000e+00   +4.5148e-01   +3.2084e-01   +8.4078e-02   +3.3562e-02   +3.0729e-01   -8.0687e-02   +0.0000e+00   +0.0000e+00   +3.6740e-01   +2.8728e-01   +8.6902e-02   +4.7631e-02
 3.0000e+00   +4.2766e-01   +3.1609e-01   +8.3680e-02   +3.7470e-02   +2.8952e-01   -7.9191e-02   +0.0000e+00   +0.0000e+00   +3.4397e-01   +2.7863e-01   +8.4929e-02   +5.0308e-02
 3.1000e+00   +4.0422e-01   +3.0989e-01   +8.2951e-02   +4.0920e-02   +2.7248e-01   -7.7485e-02   +0.0000e+00   +0.0000e+00   +3.2123e-01   +2.6905e-01   +8.2598e-02   +5.2497e-02
 3.2000e+00   +3.8113e-01   +3.0265e-01   +8.1775e-02   +4.4148e-02   +2.5619e-01   -7.5599e-02   +0.0000e+00   +0.0000e+00   +2.9937e-01   +2.5852e-01   +8.0081e-02   +5.4007e-02
 3.3000e+00   +3.5862e-01   +2.9422e-01   +8.0324e-02   +4.6828e-02   +2.4064e-01   -7.3560e-02   +0.0000e+00   +0.0000e+00   +2.7828e-01   +2.4739e-01   +7.7238e-02   +5.5035e-02
 3.4000e+00   +3.3671e-01   +2.8486e-01   +7.8582e-02   +4.9039e-02   +2.2582e-01   -7.1395e-02   +0.0000e+00   +0.0000e+00   +2.5813e-01   +2.3582e-01   +7.4234e-02   +5.5586e-02
 3.5000e+00   +3.1547e-01   +2.7473e-01   +7.6575e-02   +5.0795e-02   +2.1173e-01   -6.9128e-02   +0.0000e+00   +0.0000e+00   +2.3890e-01   +2.2393e-01   +7.1063e-02   +5.5673e-02
 3.6000e+00   +2.9496e-01   +2.6397e-01   +7.4338e-02   +5.2098e-02   +1.9835e-01   -6.6784e-02   +0.0000e+00   +0.0000e+00   +2.2063e-01   +2.1187e-01   +6.7782e-02   +5.5334e-02
 3.7000e+00   +2.7522e-01   +2.5273e-01   +7.1899e-02   +5.2960e-02   +1.8566e-01   -6.4382e-02   +0.0000e+00   +0.0000e+00   +2.0332e-01   +1.9977e-01   +6.4409e-02   +5.4612e-02
 3.8000e+00   +2.5629e-01   +2.4115e-01   +6.9293e-02   +5.3409e-02   +1.7365e-01   -6.1942e-02   +0.0000e+00   +0.0000e+00   +1.8700e-01   +1.8774e-01   +6.1001e-02   +5.3554e-02
 3.9000e+00   +2.3819e-01   +2.2934e-01   +6.6551e-02   +5.3467e-02   +1.6229e-01   -5.9481e-02   +0.0000e+00   +0.0000e+00   +1.7164e-01   +1.7588e-01   +5.7583e-02   +5.2202e-02
 4.0000e+00   +2.2094e-01   +2.1743e-01   +6.3703e-02   +5.3166e-02   +1.5157e-01   -5.7016e-02   +0.0000e+00   +0.0000e+00   +1.5726e-01   +1.6426e-01   +5.4207e-02   +5.0601e-02
 4.1000e+00   +2.0456e-01   +2.0552e-01   +6.0784e-02   +5.2538e-02   +1.4145e-01   -5.4560e-02   +0.0000e+00   +0.0000e+00   +1.4378e-01   +1.5298e-01   +5.0832e-02   +4.8799e-02
 4.2000e+00   +1.8905e-01   +1.9370e-01   +5.7820e-02   +5.1619e-02   +1.3192e-01   -5.2124e-02   +0.0000e+00   +0.0000e+00   +1.3123e-01   +1.4208e-01   +4.7547e-02   +4.6830e-02
 4.3000e+00   +1.7440e-01   +1.8205e-01   +5.4839e-02   +5.0446e-02   +1.2296e-01   -4.9721e-02   +0.0000e+00   +0.0000e+00   +1.1956e-01   +1.3160e-01   +4.4353e-02   +4.4733e-02
 4.4000e+00   +1.6059e-01   +1.7064e-01   +5.1852e-02   +4.9052e-02   +1.1453e-01   -4.7359e-02   +0.0000e+00   +0.0000e+00   +1.0874e-01   +1.2159e-01   +4.1256e-02   +4.2559e-02
 4.5000e+00   +1.4763e-01   +1.5954e-01   +4.8897e-02   +4.7473e-02   +1.0662e-01   -4.5047e-02   +0.0000e+00   +0.0000e+00   +9.8737e-02   +1.1207e-01   +3.8277e-02   +4.0323e-02
 4.6000e+00   +1.3549e-01   +1.4879e-01   +4.5984e-02   +4.5743e-02   +9.9192e-02   -4.2790e-02   +0.0000e+00   +0.0000e+00   +8.9505e-02   +1.0305e-01   +3.5424e-02   +3.8060e-02
 4.7000e+00   +1.2414e-01   +1.3844e-01   +4.3136e-02   +4.3893e-02   +9.2234e-02   -4.0594e-02   +0.0000e+00   +0.0000e+00   +8.1009e-02   +9.4543e-02   +3.2706e-02   +3.5795e-02
 4.8000e+00   +1.1356e-01   +1.2850e-01   +4.0357e-02   +4.1952e-02   +8.5718e-02   -3.8464e-02   +0.0000e+00   +0.0000e+00   +7.3204e-02   +8.6553e-02   +3.0124e-02   +3.3552e-02
 4.9000e+00   +1.0372e-01   +1.1902e-01   +3.7669e-02   +3.9947e-02   +7.9621e-02   -3.6404e-02   +0.0000e+00   +0.0000e+00   +6.6091e-02   +7.9072e-02   +2.7723e-02   +3.1346e-02
 5.0000e+00   +9.4589e-02   +1.1000e-01   +3.5076e-02   +3.7907e-02   +7.3921e-02   -3.4415e-02   +0.0000e+00   +0.0000e+00   +5.9513e-02   +7.2094e-02   +2.5389e-02   +2.9197e-02
 5.1000e+00   +8.6132e-02   +1.0145e-01   +3.2587e-02   +3.5850e-02   +6.8596e-02   -3.2501e-02   +0.0000e+00   +0.0000e+00   +5.3546e-02   +6.5605e-02   +2.3234e-02   +2.7116e-02
 5.2000e+00   +7.8459e-02   +9.3384e-02   +3.0350e-02   +3.3796e-02   +6.3624e-02   -3.0662e-02   +0.0000e+00   +0.0000e+00   +4.8108e-02   +5.9588e-02   +2.1219e-02   +2.5113e-02
 5.3000e+00   +7.1111e-02   +8.5790e-02   +2.7945e-02   +3.1764e-02   +5.8986e-02   -2.8898e-02   +0.0000e+00   +0.0000e+00   +4.3270e-02   +5.4027e-02   +1.9446e-02   +2.3197e-02
 5.4000e+00   +6.4476e-02   +7.8669e-02   +2.5796e-02   +2.9770e-02   +5.4663e-02   -2.7210e-02   +0.0000e+00   +0.0000e+00   +3.8680e-02   +4.8899e-02   +1.7597e-02   +2.1372e-02
 5.5000e+00   +5.8387e-02   +7.2002e-02   +2.3771e-02   +2.7818e-02   +5.0635e-02   -2.5598e-02   +0.0000e+00   +0.0000e+00   +3.4616e-02   +4.4184e-02   +1.5980e-02   +1.9644e-02
 5.6000e+00   +5.2796e-02   +6.5790e-02   +2.1855e-02   +2.5931e-02   +4.6884e-02   -2.4060e-02   +0.0000e+00   +0.0000e+00   +3.0941e-02   +3.9859e-02   +1.4487e-02   +1.8013e-02
 5.7000e+00   +4.7682e-02   +6.0010e-02   +2.0060e-02   +2.4109e-02   +4.3394e-02   -2.2596e-02   +0.0000e+00   +0.0000e+00   +2.7622e-02   +3.5901e-02   +1.3111e-02   +1.6481e-02
 5.8000e+00   +4.3007e-02   +5.4648e-02   +1.8376e-02   +2.2361e-02   +4.0148e-02   -2.1204e-02   +0.0000e+00   +0.0000e+00   +2.4631e-02   +3.2288e-02   +1.1846e-02   +1.5048e-02
 5.9000e+00   +3.8744e-02   +4.9685e-02   +1.6806e-02   +2.0690e-02   +3.7131e-02   -1.9882e-02   +0.0000e+00   +0.0000e+00   +2.1938e-02   +2.8995e-02   +1.0686e-02   +1.3711e-02
 6.0000e+00   +3.4861e-02   +4.5104e-02   +1.5344e-02   +1.9103e-02   +3.4329e-02   -1.8628e-02   +0.0000e+00   +0.0000e+00   +1.9518e-02   +2.6001e-02   +9.6253e-03   +1.2468e-02
 6.1000e+00   +3.1331e-02   +4.0883e-02   +1.3986e-02   +1.7599e-02   +3.1726e-02   -1.7441e-02   +0.0000e+00   +0.0000e+00   +1.7345e-02   +2.3284e-02   +8.6567e-03   +1.1316e-02
 6.2000e+00   +2.8125e-02   +3.7004e-02   +1.2727e-02   +1.6180e-02   +2.9311e-02   -1.6318e-02   +0.0000e+00   +0.0000e+00   +1.5398e-02   +2.0825e-02   +7.7737e-03   +1.0253e-02
 6.3000e+00   +2.5220e-02   +3.3445e-02   +1.1564e-02   +1.4846e-02   +2.7071e-02   -1.5258e-02   +0.0000e+00   +0.0000e+00   +1.3656e-02   +1.8599e-02   +6.9719e-03   +9.2717e-03
 6.4000e+00   +2.2589e-02   +3.0186e-02   +1.0491e-02   +1.3595e-02   +2.4994e-02   -1.4257e-02   +0.0000e+00   +0.0000e+00   +1.2099e-02   +1.6591e-02   +6.2448e-03   +8.3710e-03
 6.5000e+00   +2.0211e-02   +2.7209e-02   +9.5033e-03   +1.2427e-02   +2.3069e-02   -1.3313e-02   +0.0000e+00   +0.0000e+00   +1.0708e-02   +1.4782e-02   +5.5846e-03   +7.5454e-03
 6.6000e+00   +1.8065e-02   +2.4493e-02   +8.5968e-03   +1.1339e-02   +2.1286e-02   -1.2424e-02   +0.0000e+00   +0.0000e+00   +9.4680e-03   +1.3154e-02   +4.9884e-03   +6.7905e-03
 6.7000e+00   +1.6130e-02   +2.2021e-02   +7.7657e-03   +1.0328e-02   +1.9634e-02   -1.1588e-02   +0.0000e+00   +0.0000e+00   +8.3638e-03   +1.1693e-02   +4.4503e-03   +6.1019e-03
 6.8000e+00   +1.4387e-02   +1.9773e-02   +7.0054e-03   +9.3916e-03   +1.8106e-02   -1.0802e-02   +0.0000e+00   +0.0000e+00   +7.3817e-03   +1.0382e-02   +3.9656e-03   +5.4749e-03
 6.9000e+00   +1.2821e-02   +1.7734e-02   +6.3115e-03   +8.5265e-03   +1.6692e-02   -1.0063e-02   +0.0000e+00   +0.0000e+00   +6.5090e-03   +9.2076e-03   +3.5294e-03   +4.9055e-03
 7.0000e+00   +1.1413e-02   +1.5886e-02   +5.6787e-03   +7.7286e-03   +1.5384e-02   -9.3704e-03   +0.0000e+00   +0.0000e+00   +5.7345e-03   +8.1577e-03   +3.1376e-03   +4.3891e-03
 7.1000e+00   +1.0151e-02   +1.4215e-02   +5.1035e-03   +6.9950e-03   +1.4175e-02   -8.7207e-03   +0.0000e+00   +0.0000e+00   +5.0473e-03   +7.2200e-03   +2.7857e-03   +3.9218e-03
 7.2000e+00   +9.0207e-03   +1.2705e-02   +4.5812e-03   +6.3215e-03   +1.3057e-02   -8.1120e-03   +0.0000e+00   +0.0000e+00   +4.4395e-03   +6.3839e-03   +2.4714e-03   +3.4999e-03
 7.3000e+00   +8.0079e-03   +1.1344e-02   +4.1065e-03   +5.7049e-03   +1.2025e-02   -7.5421e-03   +0.0000e+00   +0.0000e+00   +3.9014e-03   +5.6389e-03   +2.1900e-03   +3.1193e-03
 7.4000e+00   +7.1030e-03   +1.0117e-02   +3.6772e-03   +5.1413e-03   +1.1071e-02   -7.0090e-03   +0.0000e+00   +0.0000e+00   +3.4258e-03   +4.9761e-03   +1.9385e-03   +2.7768e-03
 7.5000e+00   +6.2938e-03   +9.0143e-03   +3.2880e-03   +4.6271e-03   +1.0191e-02   -6.5105e-03   +0.0000e+00   +0.0000e+00   +3.0058e-03   +4.3871e-03   +1.7143e-03   +2.4689e-03
 7.6000e+00   +5.5740e-03   +8.0233e-03   +2.9387e-03   +4.1590e-03   +9.3778e-03   -6.0448e-03   +0.0000e+00   +0.0000e+00   +2.6353e-03   +3.8644e-03   +1.5145e-03   +2.1926e-03
 7.7000e+00   +4.9315e-03   +7.1343e-03   +2.6229e-03   +3.7334e-03   +8.6280e-03   -5.6100e-03   +0.0000e+00   +0.0000e+00   +2.3088e-03   +3.4006e-03   +1.3369e-03   +1.9448e-03
 7.8000e+00   +4.3596e-03   +6.3378e-03   +2.3385e-03   +3.3473e-03   +7.9363e-03   -5.2043e-03   +0.0000e+00   +0.0000e+00   +2.0210e-03   +2.9905e-03   +1.1786e-03   +1.7237e-03
 7.9000e+00   +3.8509e-03   +5.6249e-03   +2.0829e-03   +2.9975e-03   +7.2984e-03   -4.8260e-03   +0.0000e+00   +0.0000e+00   +1.7680e-03   +2.6273e-03   +1.0384e-03   +1.5258e-03
 8.0000e+00   +3.3989e-03   +4.9875e-03   +1.8534e-03   +2.6811e-03   +6.7104e-03   -4.4734e-03   +0.0000e+00   +0.0000e+00   +1.5456e-03   +2.3064e-03   +9.1402e-04   +1.3493e-03
 8.1000e+00   +2.9976e-03   +4.4185e-03   +1.6474e-03   +2.3955e-03   +6.1685e-03   -4.1449e-03   +0.0000e+00   +0.0000e+00   +1.3502e-03   +2.0230e-03   +8.0384e-04   +1.1920e-03
 8.2000e+00   +2.6417e-03   +3.9110e-03   +1.4631e-03   +2.1379e-03   +5.6691e-03   -3.8391e-03   +0.0000e+00   +0.0000e+00   +1.1787e-03   +1.7731e-03   +7.0634e-04   +1.0520e-03
 8.3000e+00   +2.3264e-03   +3.4588e-03   +1.2981e-03   +1.9059e-03   +5.2092e-03   -3.5546e-03   +0.0000e+00   +0.0000e+00   +1.0283e-03   +1.5529e-03   +6.2013e-04   +9.2762e-04
 8.4000e+00   +2.0472e-03   +3.0563e-03   +1.1507e-03   +1.6973e-03   +4.7856e-03   -3.2900e-03   +0.0000e+00   +0.0000e+00   +8.9652e-04   +1.3590e-03   +5.4407e-04   +8.1714e-04
 8.5000e+00   +1.8003e-03   +2.6984e-03   +1.0192e-03   +1.5100e-03   +4.3956e-03   -3.0440e-03   +0.0000e+00   +0.0000e+00   +7.8113e-04   +1.1884e-03   +4.7693e-04   +7.1919e-04
 8.6000e+00   +1.5820e-03   +2.3805e-03   +9.0184e-04   +1.3420e-03   +4.0366e-03   -2.8155e-03   +0.0000e+00   +0.0000e+00   +6.8017e-04   +1.0385e-03   +4.1776e-04   +6.3241e-04
 8.7000e+00   +1.3893e-03   +2.0985e-03   +7.9738e-04   +1.1916e-03   +3.7063e-03   -2.6032e-03   +0.0000e+00   +0.0000e+00   +5.9179e-04   +9.0687e-04   +3.6554e-04   +5.5564e-04
 8.8000e+00   +1.2191e-03   +1.8484e-03   +7.0436e-04   +1.0570e-03   +3.4024e-03   -2.4062e-03   +0.0000e+00   +0.0000e+00   +5.1479e-04   +7.9137e-04   +3.1983e-04   +4.8777e-04
 8.9000e+00   +1.0692e-03   +1.6269e-03   +6.2176e-04   +9.3679e-04   +3.1228e-03   -2.2234e-03   +0.0000e+00   +0.0000e+00   +4.4742e-04   +6.9013e-04   +2.7950e-04   +4.2785e-04
 9.0000e+00   +9.3707e-04   +1.4309e-03   +5.4840e-04   +8.2946e-04   +2.8658e-03   -2.0539e-03   +0.0000e+00   +0.0000e+00   +3.8890e-04   +6.0098e-04   +2.4435e-04   +3.7452e-04
 9.1000e+00   +8.2075e-04   +1.2576e-03   +4.8331e-04   +7.3378e-04   +2.6294e-03   -1.8967e-03   +0.0000e+00   +0.0000e+00   +3.3744e-04   +5.2382e-04   +2.1306e-04   +3.2841e-04
 9.2000e+00   +7.1842e-04   +1.1045e-03   +4.2562e-04   +6.4858e-04   +2.4121e-03   -1.7511e-03   +0.0000e+00   +0.0000e+00   +2.9280e-04   +4.5592e-04   +1.8583e-04   +2.8739e-04
 9.3000e+00   +6.2846e-04   +9.6937e-04   +3.7454e-04   +5.7279e-04   +2.2125e-03   -1.6161e-03   +0.0000e+00   +0.0000e+00   +2.5392e-04   +3.9658e-04   +1.6198e-04   +2.5131e-04
 9.4000e+00   +5.4954e-04   +8.5020e-04   +3.2945e-04   +5.0544e-04   +2.0290e-03   -1.4912e-03   +0.0000e+00   +0.0000e+00   +2.2009e-04   +3.4476e-04   +1.4109e-04   +2.1961e-04
 9.5000e+00   +4.8007e-04   +7.4518e-04   +2.8940e-04   +4.4565e-04   +1.8605e-03   -1.3755e-03   +0.0000e+00   +0.0000e+00   +1.9067e-04   +2.9953e-04   +1.2282e-04   +1.9176e-04
 9.6000e+00   +4.1921e-04   +6.5270e-04   +2.5411e-04   +3.9262e-04   +1.7057e-03   -1.2685e-03   +0.0000e+00   +0.0000e+00   +1.6510e-04   +2.6008e-04   +1.0685e-04   +1.6733e-04
 9.7000e+00   +3.6586e-04   +5.7133e-04   +2.2298e-04   +3.4563e-04   +1.5635e-03   -1.1695e-03   +0.0000e+00   +0.0000e+00   +1.4288e-04   +2.2570e-04   +9.2904e-05   +1.4591e-04
 9.8000e+00   +3.1912e-04   +4.9980e-04   +1.9553e-04   +3.0405e-04   +1.4330e-03   -1.0779e-03   +0.0000e+00   +0.0000e+00   +1.2358e-04   +1.9576e-04   +8.0722e-05   +1.2716e-04
 9.9000e+00   +2.7819e-04   +4.3696e-04   +1.7133e-04   +2.6727e-04   +1.3132e-03   -9.9331e-04   +0.0000e+00   +0.0000e+00   +1.0685e-04   +1.6969e-04   +7.0104e-05   +1.1073e-04
 1.0000e+01   +2.4239e-04   +3.8177e-04   +1.5005e-04   +2.3476e-04   +1.2032e-03   -9.1511e-04   +0.0000e+00   +0.0000e+00   +9.2336e-05   +1.4699e-04   +6.0845e-05   +9.6350e-05
 1.0100e+01   +2.1108e-04   +3.3336e-04   +1.3132e-04   +2.0606e-04   +1.1023e-03   -8.4286e-04   +0.0000e+00   +0.0000e+00   +7.9764e-05   +1.2729e-04   +5.2788e-05   +8.3804e-05
 1.0200e+01   +1.8371e-04   +2.9092e-04   +1.1485e-04   +1.8074e-04   +1.0097e-03   -7.7614e-04   +0.0000e+00   +0.0000e+00   +6.8858e-05   +1.1018e-04   +4.5759e-05   +7.2858e-05
 1.0300e+01   +1.5982e-04   +2.5373e-04   +1.0039e-04   +1.5843e-04   +9.2481e-04   -7.1454e-04   +0.0000e+00   +0.0000e+00   +5.9422e-05   +9.5305e-05   +3.9650e-05   +6.3293e-05
 1.0400e+01   +1.3892e-04   +2.2125e-04   +8.7668e-05   +1.3884e-04   +8.4691e-04   -6.5768e-04   +0.0000e+00   +0.0000e+00   +5.1255e-05   +8.2401e-05   +3.4338e-05   +5.4951e-05
 1.0500e+01   +1.2076e-04   +1.9269e-04   +7.6568e-05   +1.2148e-04   +7.7548e-04   -6.0522e-04   +0.0000e+00   +0.0000e+00   +4.4192e-05   +7.1209e-05   +2.9723e-05   +4.7681e-05
 1.0600e+01   +1.0489e-04   +1.6779e-04   +6.6808e-05   +1.0628e-04   +7.0998e-04   -5.5682e-04   +0.0000e+00   +0.0000e+00   +3.8085e-05   +6.1508e-05   +2.5715e-05   +4.1350e-05
 1.0700e+01   +9.1067e-05   +1.4602e-04   +5.8259e-05   +9.2916e-05   +6.4993e-04   -5.1219e-04   +0.0000e+00   +0.0000e+00   +3.2808e-05   +5.3103e-05   +2.2236e-05   +3.5840e-05
 1.0800e+01   +7.9028e-05   +1.2701e-04   +5.0777e-05   +8.1182e-05   +5.9489e-04   -4.7103e-04   +0.0000e+00   +0.0000e+00   +2.8250e-05   +4.5825e-05   +1.9218e-05   +3.1047e-05
 1.0900e+01   +6.8546e-05   +1.1042e-04   +4.4230e-05   +7.0891e-05   +5.4444e-04   -4.3310e-04   +0.0000e+00   +0.0000e+00   +2.4313e-05   +3.9527e-05   +1.6599e-05   +2.6881e-05
 1.1000e+01   +5.9427e-05   +9.5945e-05   +3.8506e-05   +6.1866e-05   +4.9822e-04   -3.9815e-04   +0.0000e+00   +0.0000e+00   +2.0921e-05   +3.4079e-05   +1.4335e-05   +2.3262e-05
 1.1100e+01   +5.1499e-05   +8.3327e-05   +3.3506e-05   +5.3958e-05   +4.5586e-04   -3.6594e-04   +0.0000e+00   +0.0000e+00   +1.7993e-05   +2.9369e-05   +1.2372e-05   +2.0119e-05
 1.1200e+01   +4.4608e-05   +7.2334e-05   +2.9139e-05   +4.7035e-05   +4.1706e-04   -3.3628e-04   +0.0000e+00   +0.0000e+00   +1.5468e-05   +2.5299e-05   +1.0673e-05   +1.7393e-05
 1.1300e+01   +3.8622e-05   +6.2760e-05   +2.5329e-05   +4.0976e-05   +3.8152e-04   -3.0897e-04   +0.0000e+00   +0.0000e+00   +1.3293e-05   +2.1784e-05   +9.2030e-06   +1.5029e-05
 1.1400e+01   +3.3425e-05   +5.4428e-05   +2.2006e-05   +3.5679e-05   +3.4897e-04   -2.8382e-04   +0.0000e+00   +0.0000e+00   +1.1419e-05   +1.8749e-05   +7.9321e-06   +1.2979e-05
 1.1500e+01   +2.8915e-05   +4.7179e-05   +1.9109e-05   +3.1049e-05   +3.1916e-04   -2.6067e-04   +0.0000e+00   +0.0000e+00   +9.8057e-06   +1.6130e-05   +6.8337e-06   +1.1204e-05
 1.1600e+01   +2.5003e-05   +4.0878e-05   +1.6586e-05   +2.7006e-05   +2.9187e-04   -2.3938e-04   +0.0000e+00   +0.0000e+00   +8.4169e-06   +1.3872e-05   +5.8846e-06   +9.6677e-06
 1.1700e+01   +2.1611e-05   +3.5401e-05   +1.4389e-05   +2.3476e-05   +2.6688e-04   -2.1978e-04   +0.0000e+00   +0.0000e+00   +7.2226e-06   +1.1925e-05   +5.0656e-06   +8.3373e-06
